,vote_shares,votes,eevp,eevp_source,timestamp,trumpd,bidenj,third_party,trumpd_votes,bidenj_votes,third_party_votes,trumpd_votes_diff,bidenj_votes_diff,third_party_votes_diff,abs_trumpd_votes_diff,abs_bidenj_votes_diff,abs_third_party_votes_diff,Increase in Votes per TS,Delta_Trump_Biden
32,"{'bidenj': 0.495, 'trumpd': 0.487}",821494,23,edison,2020-11-04T02:55:58Z,0.487,0.495,0.018000000000000016,400068.0,406640.0,14787.0,587.0,-224.0,842.0,587.0,224.0,842.0,821494,-6572.0
33,"{'bidenj': 0.495, 'trumpd': 0.487}",844894,23,edison,2020-11-04T02:56:07Z,0.487,0.495,0.018000000000000016,411464.0,418223.0,15209.0,11396.0,11583.0,422.0,11396.0,11583.0,422.0,844894,-6759.0
34,"{'bidenj': 0.495, 'trumpd': 0.488}",847690,24,edison,2020-11-04T02:57:10Z,0.488,0.495,0.017000000000000015,413673.0,419607.0,14411.0,2209.0,1384.0,-798.0,2209.0,1384.0,798.0,847690,-5934.0
35,"{'bidenj': 0.497, 'trumpd': 0.485}",855189,24,edison,2020-11-04T02:57:38Z,0.485,0.497,0.018000000000000016,414767.0,425029.0,15394.0,1094.0,5422.0,983.0,1094.0,5422.0,983.0,855189,-10262.0
36,"{'trumpd': 0.495, 'bidenj': 0.488}",915557,25,edison,2020-11-04T02:58:08Z,0.495,0.488,0.017000000000000015,453201.0,446792.0,15565.0,38434.0,21763.0,171.0,38434.0,21763.0,171.0,915557,6409.0
37,"{'trumpd': 0.498, 'bidenj': 0.485}",944136,26,edison,2020-11-04T02:58:29Z,0.498,0.485,0.017000000000000015,470180.0,457906.0,16051.0,16979.0,11114.0,486.0,16979.0,11114.0,486.0,944136,12274.0
38,"{'trumpd': 0.498, 'bidenj': 0.485}",945040,26,edison,2020-11-04T02:59:11Z,0.498,0.485,0.017000000000000015,470630.0,458345.0,16066.0,450.0,439.0,15.0,450.0,439.0,15.0,945040,12285.0
39,"{'trumpd': 0.505, 'bidenj': 0.47800000000000004}",983937,27,edison,2020-11-04T02:59:37Z,0.505,0.47800000000000004,0.01699999999999996,496889.0,470322.0,16727.0,26259.0,11977.0,661.0,26259.0,11977.0,661.0,983937,26567.0
40,"{'trumpd': 0.505, 'bidenj': 0.47700000000000004}",992552,28,edison,2020-11-04T03:00:20Z,0.505,0.47700000000000004,0.01799999999999996,501239.0,473448.0,17866.0,4350.0,3126.0,1139.0,4350.0,3126.0,1139.0,992552,27791.0
41,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1026828,29,edison,2020-11-04T03:01:17Z,0.507,0.47600000000000003,0.01699999999999996,520602.0,488771.0,17457.0,19363.0,15323.0,-409.0,19363.0,15323.0,409.0,1026828,31831.0
42,"{'trumpd': 0.504, 'bidenj': 0.47800000000000004}",1067172,30,edison,2020-11-04T03:03:52Z,0.504,0.47800000000000004,0.01799999999999996,537855.0,510109.0,19210.0,17253.0,21338.0,1753.0,17253.0,21338.0,1753.0,1067172,27746.0
43,"{'trumpd': 0.505, 'bidenj': 0.47800000000000004}",1068544,30,edison,2020-11-04T03:04:05Z,0.505,0.47800000000000004,0.01699999999999996,539615.0,510765.0,18166.0,1760.0,656.0,-1044.0,1760.0,656.0,1044.0,1068544,28850.0
44,"{'trumpd': 0.506, 'bidenj': 0.47700000000000004}",1087928,30,edison,2020-11-04T03:06:03Z,0.506,0.47700000000000004,0.01699999999999996,550492.0,518942.0,18495.0,10877.0,8177.0,329.0,10877.0,8177.0,329.0,1087928,31550.0
45,"{'trumpd': 0.506, 'bidenj': 0.47700000000000004}",1089047,30,edison,2020-11-04T03:06:21Z,0.506,0.47700000000000004,0.01699999999999996,551058.0,519476.0,18514.0,566.0,534.0,19.0,566.0,534.0,19.0,1089047,31582.0
46,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1115492,31,edison,2020-11-04T03:09:17Z,0.508,0.47500000000000003,0.01699999999999996,566670.0,529859.0,18964.0,15612.0,10383.0,450.0,15612.0,10383.0,450.0,1115492,36811.0
47,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1116936,31,edison,2020-11-04T03:10:18Z,0.508,0.47500000000000003,0.01699999999999996,567404.0,530545.0,18988.0,734.0,686.0,24.0,734.0,686.0,24.0,1116936,36859.0
48,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1118820,31,edison,2020-11-04T03:10:42Z,0.508,0.47500000000000003,0.01699999999999996,568361.0,531440.0,19020.0,957.0,895.0,32.0,957.0,895.0,32.0,1118820,36921.0
49,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1127793,31,edison,2020-11-04T03:11:07Z,0.509,0.47400000000000003,0.01699999999999996,574047.0,534574.0,19173.0,5686.0,3134.0,153.0,5686.0,3134.0,153.0,1127793,39473.0
50,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1128436,31,edison,2020-11-04T03:11:30Z,0.509,0.47400000000000003,0.01699999999999996,574374.0,534879.0,19184.0,327.0,305.0,11.0,327.0,305.0,11.0,1128436,39495.0
51,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1129435,31,edison,2020-11-04T03:13:28Z,0.509,0.47400000000000003,0.01699999999999996,574883.0,535353.0,19201.0,509.0,474.0,17.0,509.0,474.0,17.0,1129435,39530.0
52,"{'trumpd': 0.51, 'bidenj': 0.47300000000000003}",1144057,32,edison,2020-11-04T03:14:01Z,0.51,0.47300000000000003,0.01699999999999996,583470.0,541139.0,19449.0,8587.0,5786.0,248.0,8587.0,5786.0,248.0,1144057,42331.0
53,"{'trumpd': 0.51, 'bidenj': 0.47300000000000003}",1144934,32,edison,2020-11-04T03:14:27Z,0.51,0.47300000000000003,0.01699999999999996,583917.0,541554.0,19464.0,447.0,415.0,15.0,447.0,415.0,15.0,1144934,42363.0
54,"{'trumpd': 0.51, 'bidenj': 0.47300000000000003}",1146504,32,edison,2020-11-04T03:15:00Z,0.51,0.47300000000000003,0.01699999999999996,584718.0,542297.0,19491.0,801.0,743.0,27.0,801.0,743.0,27.0,1146504,42421.0
55,"{'trumpd': 0.511, 'bidenj': 0.47200000000000003}",1150829,32,edison,2020-11-04T03:16:53Z,0.511,0.47200000000000003,0.01699999999999996,588074.0,543192.0,19565.0,3356.0,895.0,74.0,3356.0,895.0,74.0,1150829,44882.0
56,"{'trumpd': 0.511, 'bidenj': 0.47200000000000003}",1162185,32,edison,2020-11-04T03:22:01Z,0.511,0.47200000000000003,0.01699999999999996,593877.0,548552.0,19758.0,5803.0,5360.0,193.0,5803.0,5360.0,193.0,1162185,45325.0
57,"{'trumpd': 0.511, 'bidenj': 0.47200000000000003}",1177333,33,edison,2020-11-04T03:24:08Z,0.511,0.47200000000000003,0.01699999999999996,601618.0,555702.0,20015.0,7741.0,7150.0,257.0,7741.0,7150.0,257.0,1177333,45916.0
58,"{'trumpd': 0.5, 'bidenj': 0.483}",1231243,34,edison,2020-11-04T03:27:32Z,0.5,0.483,0.017000000000000015,615622.0,594691.0,20932.0,14004.0,38989.0,917.0,14004.0,38989.0,917.0,1231243,20931.0
59,"{'trumpd': 0.5, 'bidenj': 0.483}",1271741,35,edison,2020-11-04T03:28:57Z,0.5,0.483,0.017000000000000015,635871.0,614251.0,21620.0,20249.0,19560.0,688.0,20249.0,19560.0,688.0,1271741,21620.0
60,"{'trumpd': 0.5, 'bidenj': 0.483}",1273241,35,edison,2020-11-04T03:30:09Z,0.5,0.483,0.017000000000000015,636621.0,614976.0,21646.0,750.0,725.0,26.0,750.0,725.0,26.0,1273241,21645.0
61,"{'trumpd': 0.502, 'bidenj': 0.481}",1293950,36,edison,2020-11-04T03:30:28Z,0.502,0.481,0.017000000000000015,649563.0,622390.0,21998.0,12942.0,7414.0,352.0,12942.0,7414.0,352.0,1293950,27173.0
62,"{'trumpd': 0.503, 'bidenj': 0.481}",1295948,36,edison,2020-11-04T03:30:52Z,0.503,0.481,0.016000000000000014,651862.0,623351.0,20736.0,2299.0,961.0,-1262.0,2299.0,961.0,1262.0,1295948,28511.0
63,"{'trumpd': 0.503, 'bidenj': 0.48}",1314342,37,edison,2020-11-04T03:35:25Z,0.503,0.48,0.017000000000000015,661115.0,630885.0,22344.0,9253.0,7534.0,1608.0,9253.0,7534.0,1608.0,1314342,30230.0
64,"{'trumpd': 0.502, 'bidenj': 0.481}",1315928,37,edison,2020-11-04T03:37:17Z,0.502,0.481,0.017000000000000015,660596.0,632962.0,22371.0,-519.0,2077.0,27.0,519.0,2077.0,27.0,1315928,27634.0
65,"{'trumpd': 0.501, 'bidenj': 0.482}",1338972,37,edison,2020-11-04T03:39:29Z,0.501,0.482,0.017000000000000015,670825.0,645385.0,22763.0,10229.0,12423.0,392.0,10229.0,12423.0,392.0,1338972,25440.0
66,"{'trumpd': 0.501, 'bidenj': 0.483}",1371871,38,edison,2020-11-04T03:44:05Z,0.501,0.483,0.016000000000000014,687308.0,662614.0,21950.0,16483.0,17229.0,-813.0,16483.0,17229.0,813.0,1371871,24694.0
67,"{'trumpd': 0.502, 'bidenj': 0.481}",1390806,39,edison,2020-11-04T03:44:54Z,0.502,0.481,0.017000000000000015,698185.0,668978.0,23644.0,10877.0,6364.0,1694.0,10877.0,6364.0,1694.0,1390806,29207.0
68,"{'trumpd': 0.5, 'bidenj': 0.483}",1420086,39,edison,2020-11-04T03:46:25Z,0.5,0.483,0.017000000000000015,710043.0,685902.0,24142.0,11858.0,16924.0,498.0,11858.0,16924.0,498.0,1420086,24141.0
69,"{'trumpd': 0.499, 'bidenj': 0.484}",1433951,40,edison,2020-11-04T03:46:46Z,0.499,0.484,0.017000000000000015,715542.0,694033.0,24378.0,5499.0,8131.0,236.0,5499.0,8131.0,236.0,1433951,21509.0
70,"{'trumpd': 0.5, 'bidenj': 0.483}",1441731,40,edison,2020-11-04T03:50:10Z,0.5,0.483,0.017000000000000015,720866.0,696357.0,24510.0,5324.0,2324.0,132.0,5324.0,2324.0,132.0,1441731,24509.0
71,"{'trumpd': 0.5, 'bidenj': 0.483}",1445245,40,edison,2020-11-04T03:51:23Z,0.5,0.483,0.017000000000000015,722623.0,698054.0,24570.0,1757.0,1697.0,60.0,1757.0,1697.0,60.0,1445245,24569.0
72,"{'trumpd': 0.502, 'bidenj': 0.481}",1469107,41,edison,2020-11-04T03:53:26Z,0.502,0.481,0.017000000000000015,737492.0,706641.0,24975.0,14869.0,8587.0,405.0,14869.0,8587.0,405.0,1469107,30851.0
73,"{'trumpd': 0.502, 'bidenj': 0.481}",1469186,41,edison,2020-11-04T03:54:07Z,0.502,0.481,0.017000000000000015,737532.0,706679.0,24977.0,40.0,38.0,2.0,40.0,38.0,2.0,1469186,30853.0
74,"{'trumpd': 0.502, 'bidenj': 0.481}",1473224,41,edison,2020-11-04T03:55:00Z,0.502,0.481,0.017000000000000015,739559.0,708621.0,25045.0,2027.0,1942.0,68.0,2027.0,1942.0,68.0,1473224,30938.0
75,"{'trumpd': 0.502, 'bidenj': 0.481}",1474586,41,edison,2020-11-04T03:55:27Z,0.502,0.481,0.017000000000000015,740243.0,709276.0,25068.0,684.0,655.0,23.0,684.0,655.0,23.0,1474586,30967.0
76,"{'trumpd': 0.503, 'bidenj': 0.48}",1483756,41,edison,2020-11-04T03:56:12Z,0.503,0.48,0.017000000000000015,746330.0,712203.0,25224.0,6087.0,2927.0,156.0,6087.0,2927.0,156.0,1483756,34127.0
77,"{'trumpd': 0.503, 'bidenj': 0.47900000000000004}",1485560,41,edison,2020-11-04T03:57:47Z,0.503,0.47900000000000004,0.01799999999999996,747237.0,711584.0,26741.0,907.0,-619.0,1517.0,907.0,619.0,1517.0,1485560,35653.0
78,"{'trumpd': 0.498, 'bidenj': 0.485}",1512162,42,edison,2020-11-04T03:59:40Z,0.498,0.485,0.017000000000000015,753057.0,733399.0,25707.0,5820.0,21815.0,-1034.0,5820.0,21815.0,1034.0,1512162,19658.0
79,"{'trumpd': 0.498, 'bidenj': 0.485}",1512685,42,edison,2020-11-04T04:00:08Z,0.498,0.485,0.017000000000000015,753318.0,733653.0,25716.0,261.0,254.0,9.0,261.0,254.0,9.0,1512685,19665.0
80,"{'trumpd': 0.5, 'bidenj': 0.483}",1526911,42,edison,2020-11-04T04:00:47Z,0.5,0.483,0.017000000000000015,763456.0,737499.0,25958.0,10138.0,3846.0,242.0,10138.0,3846.0,242.0,1526911,25957.0
81,"{'trumpd': 0.5, 'bidenj': 0.483}",1532318,43,edison,2020-11-04T04:01:02Z,0.5,0.483,0.017000000000000015,766159.0,740110.0,26050.0,2703.0,2611.0,92.0,2703.0,2611.0,92.0,1532318,26049.0
82,"{'trumpd': 0.5, 'bidenj': 0.483}",1534123,43,edison,2020-11-04T04:02:43Z,0.5,0.483,0.017000000000000015,767062.0,740982.0,26081.0,903.0,872.0,31.0,903.0,872.0,31.0,1534123,26080.0
83,"{'trumpd': 0.501, 'bidenj': 0.482}",1543265,43,edison,2020-11-04T04:03:17Z,0.501,0.482,0.017000000000000015,773176.0,743854.0,26236.0,6114.0,2872.0,155.0,6114.0,2872.0,155.0,1543265,29322.0
84,"{'trumpd': 0.504, 'bidenj': 0.47900000000000004}",1584658,44,edison,2020-11-04T04:05:14Z,0.504,0.47900000000000004,0.01699999999999996,798668.0,759052.0,26940.0,25492.0,15198.0,704.0,25492.0,15198.0,704.0,1584658,39616.0
85,"{'trumpd': 0.504, 'bidenj': 0.47900000000000004}",1590491,44,edison,2020-11-04T04:05:40Z,0.504,0.47900000000000004,0.01699999999999996,801608.0,761846.0,27039.0,2940.0,2794.0,99.0,2940.0,2794.0,99.0,1590491,39762.0
86,"{'trumpd': 0.506, 'bidenj': 0.47700000000000004}",1605217,45,edison,2020-11-04T04:06:06Z,0.506,0.47700000000000004,0.01699999999999996,812240.0,765689.0,27289.0,10632.0,3843.0,250.0,10632.0,3843.0,250.0,1605217,46551.0
87,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1621498,45,edison,2020-11-04T04:06:31Z,0.507,0.47600000000000003,0.01699999999999996,822100.0,771834.0,27566.0,9860.0,6145.0,277.0,9860.0,6145.0,277.0,1621498,50266.0
88,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1631584,45,edison,2020-11-04T04:06:39Z,0.507,0.47600000000000003,0.01699999999999996,827214.0,776634.0,27737.0,5114.0,4800.0,171.0,5114.0,4800.0,171.0,1631584,50580.0
89,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1636652,45,edison,2020-11-04T04:07:40Z,0.507,0.47600000000000003,0.01699999999999996,829783.0,779047.0,27824.0,2569.0,2413.0,87.0,2569.0,2413.0,87.0,1636652,50736.0
90,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1659168,46,edison,2020-11-04T04:07:55Z,0.507,0.47600000000000003,0.01699999999999996,841199.0,789764.0,28206.0,11416.0,10717.0,382.0,11416.0,10717.0,382.0,1659168,51435.0
91,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1664344,46,edison,2020-11-04T04:08:08Z,0.507,0.47600000000000003,0.01699999999999996,843823.0,792228.0,28294.0,2624.0,2464.0,88.0,2624.0,2464.0,88.0,1664344,51595.0
92,"{'trumpd': 0.507, 'bidenj': 0.47600000000000003}",1665623,46,edison,2020-11-04T04:08:32Z,0.507,0.47600000000000003,0.01699999999999996,844471.0,792837.0,28316.0,648.0,609.0,22.0,648.0,609.0,22.0,1665623,51634.0
93,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1704202,47,edison,2020-11-04T04:10:26Z,0.508,0.47500000000000003,0.01699999999999996,865735.0,809496.0,28972.0,21264.0,16659.0,656.0,21264.0,16659.0,656.0,1704202,56239.0
94,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1712007,48,edison,2020-11-04T04:11:25Z,0.508,0.47500000000000003,0.01699999999999996,869700.0,813204.0,29105.0,3965.0,3708.0,133.0,3965.0,3708.0,133.0,1712007,56496.0
95,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1719528,48,edison,2020-11-04T04:12:06Z,0.509,0.47400000000000003,0.01699999999999996,875240.0,815057.0,29232.0,5540.0,1853.0,127.0,5540.0,1853.0,127.0,1719528,60183.0
96,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1722833,48,edison,2020-11-04T04:12:37Z,0.509,0.47400000000000003,0.01699999999999996,876922.0,816623.0,29289.0,1682.0,1566.0,57.0,1682.0,1566.0,57.0,1722833,60299.0
97,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1724515,48,edison,2020-11-04T04:12:47Z,0.509,0.47400000000000003,0.01699999999999996,877779.0,817421.0,29317.0,857.0,798.0,28.0,857.0,798.0,28.0,1724515,60358.0
98,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1724524,48,edison,2020-11-04T04:13:10Z,0.509,0.47400000000000003,0.01699999999999996,877783.0,817425.0,29317.0,4.0,4.0,0.0,4.0,4.0,0.0,1724524,60358.0
99,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1731454,48,edison,2020-11-04T04:13:33Z,0.509,0.47400000000000003,0.01699999999999996,881311.0,820710.0,29435.0,3528.0,3285.0,118.0,3528.0,3285.0,118.0,1731454,60601.0
100,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1732068,48,edison,2020-11-04T04:14:01Z,0.509,0.47400000000000003,0.01699999999999996,881623.0,821001.0,29446.0,312.0,291.0,11.0,312.0,291.0,11.0,1732068,60622.0
101,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1743303,48,edison,2020-11-04T04:14:31Z,0.509,0.47400000000000003,0.01699999999999996,887342.0,826326.0,29637.0,5719.0,5325.0,191.0,5719.0,5325.0,191.0,1743303,61016.0
102,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1749777,49,edison,2020-11-04T04:14:54Z,0.509,0.47400000000000003,0.01699999999999996,890637.0,829395.0,29747.0,3295.0,3069.0,110.0,3295.0,3069.0,110.0,1749777,61242.0
103,"{'trumpd': 0.51, 'bidenj': 0.47300000000000003}",1753194,49,edison,2020-11-04T04:15:05Z,0.51,0.47300000000000003,0.01699999999999996,894129.0,829261.0,29805.0,3492.0,-134.0,58.0,3492.0,134.0,58.0,1753194,64868.0
104,"{'trumpd': 0.508, 'bidenj': 0.47600000000000003}",1794163,50,edison,2020-11-04T04:15:49Z,0.508,0.47600000000000003,0.01599999999999996,911435.0,854022.0,28707.0,17306.0,24761.0,-1098.0,17306.0,24761.0,1098.0,1794163,57413.0
105,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1802632,50,edison,2020-11-04T04:16:17Z,0.508,0.47500000000000003,0.01699999999999996,915738.0,856251.0,30645.0,4303.0,2229.0,1938.0,4303.0,2229.0,1938.0,1802632,59487.0
106,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1810071,50,edison,2020-11-04T04:16:23Z,0.508,0.47500000000000003,0.01699999999999996,919517.0,859784.0,30772.0,3779.0,3533.0,127.0,3779.0,3533.0,127.0,1810071,59733.0
107,"{'trumpd': 0.508, 'bidenj': 0.47500000000000003}",1814894,50,edison,2020-11-04T04:17:17Z,0.508,0.47500000000000003,0.01699999999999996,921967.0,862075.0,30854.0,2450.0,2291.0,82.0,2450.0,2291.0,82.0,1814894,59892.0
108,"{'trumpd': 0.509, 'bidenj': 0.47400000000000003}",1829503,51,edison,2020-11-04T04:19:21Z,0.509,0.47400000000000003,0.01699999999999996,931218.0,867185.0,31102.0,9251.0,5110.0,248.0,9251.0,5110.0,248.0,1829503,64033.0
